save_name,freq_slice,time_center,dm_center,time_left,dm_left
01186.npy,0,5981.27,220.51,5469.36,283.72
01186.npy,1,5984.21,220.83,5354.61,304.25
01186.npy,2,-1.0,-1.0,-1.0,-1.0
01187.npy,0,867.27,220.2,163.87,296.64
01187.npy,1,866.85,219.81,169.88,296.58
01187.npy,2,-1.0,-1.0,-1.0,-1.0
01188.npy,0,5476.86,220.85,4874.05,276.81
01188.npy,1,5476.99,221.46,4794.28,282.98
01188.npy,2,-1.0,-1.0,-1.0,-1.0
01189.npy,0,669.95,213.22,17.6,288.98
01189.npy,1,668.95,213.31,8.77,290.56
01189.npy,2,-1.0,-1.0,-1.0,-1.0
01190.npy,0,6489.65,227.29,5278.39,343.68
01190.npy,1,6489.24,227.21,5245.24,346.61
01190.npy,2,-1.0,-1.0,-1.0,-1.0
01191.npy,0,4459.94,221.79,3486.99,378.61
01191.npy,0,3679.41,227.41,3484.32,280.19
01191.npy,1,4458.02,222.01,3173.75,407.86
01191.npy,2,4446.17,220.33,4003.18,349.75
01191.npy,2,3617.81,220.94,3446.04,328.29
01192.npy,0,8038.29,212.86,7883.1,331.45
01192.npy,1,8028.12,220.83,7861.64,302.88
01192.npy,2,8034.99,220.13,7878.83,333.02
01193.npy,0,1766.91,220.86,1009.2,306.35
01193.npy,0,664.81,220.67,437.78,336.84
01193.npy,1,1822.98,220.79,830.88,325.95
01193.npy,2,670.9,220.16,461.65,401.32
01194.npy,0,3878.89,221.07,2774.48,349.24
01194.npy,1,3879.01,221.1,2776.56,347.85
01194.npy,2,-1.0,-1.0,-1.0,-1.0
01195.npy,0,2776.79,227.52,1955.27,428.53
01195.npy,1,2786.61,221.32,1741.04,406.49
01195.npy,2,2779.41,221.13,2221.82,430.58
01196.npy,0,6625.53,220.71,5773.18,406.23
01196.npy,1,6622.71,220.33,5679.39,393.04
01196.npy,2,6622.06,220.74,5964.56,427.3
01197.npy,0,7204.0,219.72,6375.04,356.36
01197.npy,1,7202.92,219.79,6362.9,353.7
01197.npy,2,7205.77,220.46,6723.42,347.95
01198.npy,0,7020.41,220.32,6457.62,358.32
01198.npy,1,7019.61,220.63,6331.19,340.91
01198.npy,2,7059.35,219.81,6564.78,373.74
01199.npy,0,7333.52,220.51,6981.82,264.05
01199.npy,1,7271.2,227.65,6856.47,287.33
01199.npy,2,-1.0,-1.0,-1.0,-1.0
01200.npy,0,8027.75,221.2,7846.15,286.71
01200.npy,1,8027.8,221.1,7855.25,284.9
01200.npy,2,-1.0,-1.0,-1.0,-1.0
01201.npy,0,6750.5,221.09,5639.15,384.94
01201.npy,1,6750.3,221.07,5644.47,383.96
01201.npy,2,6814.95,212.21,6230.11,356.19
01202.npy,0,3684.88,220.17,2544.57,332.39
01202.npy,1,3683.75,220.02,2545.7,333.1
01202.npy,2,-1.0,-1.0,-1.0,-1.0
01203.npy,0,2148.88,220.23,1606.87,268.28
01203.npy,1,2150.05,220.05,1537.16,278.86
01203.npy,2,-1.0,-1.0,-1.0,-1.0
01204.npy,0,4968.31,221.53,4020.22,318.09
01204.npy,1,4968.75,221.41,3874.59,330.1
01204.npy,2,-1.0,-1.0,-1.0,-1.0
01205.npy,0,5350.95,221.13,4278.21,350.5
01205.npy,0,4772.06,220.13,4552.48,242.47
01205.npy,1,5350.18,221.17,4341.19,344.05
01205.npy,1,4773.37,220.25,4550.68,244.37
01205.npy,2,-1.0,-1.0,-1.0,-1.0
01206.npy,0,5222.12,220.55,5071.46,334.18
01206.npy,1,-1.0,-1.0,-1.0,-1.0
01206.npy,2,5222.58,220.59,5051.3,360.38
01207.npy,0,2267.26,220.08,1087.47,373.02
01207.npy,1,2266.58,219.94,1073.85,374.57
01207.npy,2,-1.0,-1.0,-1.0,-1.0
01208.npy,0,288.82,219.96,160.11,255.03
01208.npy,1,295.1,219.62,120.96,251.61
01208.npy,2,-1.0,-1.0,-1.0,-1.0
01209.npy,0,6119.4,220.15,5732.69,261.54
01209.npy,1,6118.93,220.5,5566.73,289.35
01209.npy,2,-1.0,-1.0,-1.0,-1.0
01210.npy,0,4194.34,220.5,3782.37,280.17
01210.npy,1,4191.68,220.1,3685.42,295.23
01210.npy,2,-1.0,-1.0,-1.0,-1.0
01211.npy,0,-1.0,-1.0,-1.0,-1.0
01211.npy,1,-1.0,-1.0,-1.0,-1.0
01211.npy,2,-1.0,-1.0,-1.0,-1.0
01212.npy,0,734.92,220.21,599.92,290.99
01212.npy,1,-1.0,-1.0,-1.0,-1.0
01212.npy,2,740.16,212.3,529.8,307.04
01213.npy,0,3943.45,221.66,2636.68,394.28
01213.npy,1,3943.43,221.66,2639.13,393.66
01213.npy,2,3932.51,227.41,3252.12,410.69
01214.npy,0,2332.34,221.26,1057.96,398.18
01214.npy,1,2332.2,221.26,1072.68,395.89
01214.npy,2,2329.34,220.26,1663.63,400.32
01215.npy,0,680.36,220.6,90.52,286.96
01215.npy,1,678.71,220.3,83.5,287.77
01215.npy,2,-1.0,-1.0,-1.0,-1.0
01216.npy,0,5087.56,220.59,4047.19,354.43
01216.npy,1,5088.16,220.61,4023.35,358.79
01216.npy,2,-1.0,-1.0,-1.0,-1.0
01217.npy,0,6310.13,221.03,5440.76,400.64
01217.npy,1,6310.43,221.05,5311.42,392.27
01217.npy,2,6305.66,220.82,5622.84,421.87
01218.npy,0,616.12,219.76,87.53,283.09
01218.npy,1,614.07,219.98,68.72,288.11
01218.npy,2,-1.0,-1.0,-1.0,-1.0
01219.npy,0,476.81,219.98,31.33,275.97
01219.npy,1,475.57,219.9,25.84,277.9
01219.npy,2,-1.0,-1.0,-1.0,-1.0
01220.npy,0,8024.09,219.35,7892.84,269.27
01220.npy,1,8022.58,219.68,7876.51,267.84
01220.npy,2,8028.27,219.8,7911.78,271.52
01221.npy,0,2416.55,220.2,2086.48,254.75
01221.npy,1,2406.47,220.22,2023.91,256.91
01221.npy,2,-1.0,-1.0,-1.0,-1.0
01222.npy,0,7524.73,220.1,7110.03,264.72
01222.npy,1,7518.52,220.63,6963.87,280.9
01222.npy,2,-1.0,-1.0,-1.0,-1.0
01223.npy,0,6560.69,220.0,6147.6,269.07
01223.npy,1,6563.65,219.35,6028.59,276.36
01223.npy,2,-1.0,-1.0,-1.0,-1.0
01224.npy,0,7069.32,220.58,6204.99,298.71
01224.npy,1,7071.64,220.71,6156.45,302.23
01224.npy,2,-1.0,-1.0,-1.0,-1.0
01225.npy,0,7909.89,228.89,7658.47,330.67
01225.npy,1,7904.61,235.62,7635.99,333.84
01225.npy,2,-1.0,-1.0,-1.0,-1.0
01226.npy,0,1288.17,217.33,842.96,262.42
01226.npy,1,1280.5,217.33,881.34,259.54
01226.npy,2,-1.0,-1.0,-1.0,-1.0
01227.npy,0,2195.74,220.53,1868.42,396.58
01227.npy,1,2206.39,220.12,1649.17,310.58
01227.npy,2,2198.82,220.42,1841.36,408.74
01228.npy,0,1818.0,219.51,1242.45,318.53
01228.npy,1,1818.17,219.42,1195.43,325.11
01228.npy,2,1821.94,219.62,1518.52,292.22
01229.npy,0,7659.27,215.41,7129.62,321.91
01229.npy,1,7654.22,220.13,7114.2,317.63
01229.npy,2,7636.24,220.2,7306.17,326.71
01230.npy,0,6231.79,220.28,5399.91,362.43
01230.npy,1,6193.46,221.24,5329.21,365.14
01230.npy,2,6232.59,220.5,5699.17,361.74
01231.npy,0,2910.16,220.85,2303.46,278.12
01231.npy,1,2850.51,227.35,2255.51,287.37
01231.npy,2,-1.0,-1.0,-1.0,-1.0
01232.npy,0,4386.44,221.29,3503.23,308.53
01232.npy,1,4323.57,227.54,3228.32,332.02
01232.npy,2,-1.0,-1.0,-1.0,-1.0
01233.npy,0,7015.06,221.05,6510.78,363.48
01233.npy,1,7019.74,220.42,6380.05,336.59
01233.npy,2,7012.15,227.29,6541.12,392.04
01234.npy,0,4908.08,220.0,4517.89,299.28
01234.npy,1,4957.44,219.6,4406.17,306.87
01234.npy,2,4906.19,219.57,4619.31,306.96
01235.npy,0,5603.76,219.82,5312.68,251.33
01235.npy,1,5600.92,219.68,5249.87,253.37
01235.npy,2,-1.0,-1.0,-1.0,-1.0
01236.npy,0,1055.96,220.04,206.84,321.89
01236.npy,1,1057.98,220.35,203.43,326.28
01236.npy,2,-1.0,-1.0,-1.0,-1.0
01237.npy,0,7592.63,219.03,7356.99,267.75
01237.npy,1,7646.64,211.66,7322.57,253.06
01237.npy,2,7582.91,220.79,7426.92,284.46
01238.npy,0,1756.79,219.96,1259.33,345.69
01238.npy,1,1759.44,220.13,1158.23,335.85
01238.npy,2,1753.34,220.12,1302.81,365.87
01239.npy,0,-1.0,-1.0,-1.0,-1.0
01239.npy,1,-1.0,-1.0,-1.0,-1.0
01239.npy,2,-1.0,-1.0,-1.0,-1.0
01240.npy,0,6433.14,220.18,5517.46,303.86
01240.npy,1,6367.5,227.38,5453.93,310.23
01240.npy,2,-1.0,-1.0,-1.0,-1.0
01241.npy,0,1257.47,219.24,819.94,259.54
01241.npy,1,1249.42,220.38,790.75,269.86
01241.npy,2,-1.0,-1.0,-1.0,-1.0
01242.npy,0,5980.55,220.9,4688.68,373.41
01242.npy,1,5980.35,220.86,4678.79,375.58
01242.npy,2,-1.0,-1.0,-1.0,-1.0
01243.npy,0,5448.57,212.53,4880.55,262.42
01243.npy,1,5402.52,222.12,5041.75,253.79
01243.npy,2,-1.0,-1.0,-1.0,-1.0
01244.npy,0,2082.28,227.82,798.43,422.32
01244.npy,1,2079.17,227.71,775.07,425.1
01244.npy,2,2078.15,220.73,1359.74,409.06
01245.npy,0,7909.9,252.04,7604.23,316.99
01245.npy,1,7904.31,251.68,7621.67,320.95
01245.npy,2,-1.0,-1.0,-1.0,-1.0
01246.npy,0,5802.56,220.71,5393.58,283.08
01246.npy,1,5802.54,220.54,5328.69,292.41
01246.npy,2,5852.5,220.49,5674.89,288.6
01247.npy,0,5163.06,220.52,4100.62,412.56
01247.npy,1,5160.72,220.89,4046.34,408.23
01247.npy,2,5152.78,220.65,4468.11,416.21
01248.npy,0,3234.51,220.41,2810.59,332.35
01248.npy,1,3235.57,220.51,2695.87,316.44
01248.npy,2,3232.91,220.06,2800.23,360.28
01249.npy,0,1060.71,220.0,675.88,266.4
01249.npy,1,1062.6,220.6,565.56,269.37
01249.npy,2,-1.0,-1.0,-1.0,-1.0
01250.npy,0,105.33,212.01,44.13,238.84
01250.npy,1,156.27,212.35,40.53,240.46
01250.npy,2,-1.0,-1.0,-1.0,-1.0
01251.npy,0,3687.83,220.24,2925.06,310.24
01251.npy,1,3688.87,220.19,2963.94,304.43
01251.npy,2,-1.0,-1.0,-1.0,-1.0
01252.npy,0,5083.36,219.81,4243.85,321.96
01252.npy,1,5084.8,220.02,4076.48,345.72
01252.npy,2,-1.0,-1.0,-1.0,-1.0
01253.npy,0,2720.16,220.34,2282.9,264.95
01253.npy,1,2659.24,220.58,2114.54,278.55
01253.npy,2,-1.0,-1.0,-1.0,-1.0
01254.npy,0,5866.59,220.35,5250.29,337.66
01254.npy,1,5867.04,220.92,5162.35,340.83
01254.npy,2,5864.62,220.37,5326.12,357.56
01255.npy,0,5399.54,220.21,4918.38,378.42
01255.npy,1,5400.91,220.35,4807.16,329.74
01255.npy,2,5405.58,220.3,4901.13,400.02
01256.npy,0,-1.0,-1.0,-1.0,-1.0
01256.npy,1,-1.0,-1.0,-1.0,-1.0
01256.npy,2,-1.0,-1.0,-1.0,-1.0
01257.npy,0,566.63,216.37,290.29,256.66
01257.npy,0,1648.95,222.12,981.13,291.21
01257.npy,1,581.98,220.2,297.97,251.87
01257.npy,1,1664.3,220.2,973.46,289.29
01257.npy,2,-1.0,-1.0,-1.0,-1.0
01258.npy,0,6310.17,221.29,5785.47,271.0
01258.npy,0,5793.76,220.63,5481.96,255.65
01258.npy,1,6302.64,227.62,5814.82,276.83
01258.npy,1,5731.56,221.12,5435.39,262.86
01258.npy,2,-1.0,-1.0,-1.0,-1.0
01259.npy,0,675.8,219.6,128.45,291.57
01259.npy,1,676.29,219.63,126.68,291.85
01259.npy,2,-1.0,-1.0,-1.0,-1.0
01260.npy,0,7324.12,220.39,6890.79,269.76
01260.npy,1,7330.64,220.72,6959.81,265.02
01260.npy,2,-1.0,-1.0,-1.0,-1.0
01261.npy,0,1635.53,220.86,693.53,379.45
01261.npy,1,1634.29,220.76,684.62,375.9
01261.npy,2,1638.89,220.34,1139.14,346.41
01262.npy,0,2849.46,220.32,2468.68,276.56
01262.npy,1,2851.57,220.31,2417.82,281.2
01262.npy,2,2877.11,219.24,2608.45,274.9
01263.npy,0,-1.0,-1.0,-1.0,-1.0
01263.npy,1,-1.0,-1.0,-1.0,-1.0
01263.npy,2,-1.0,-1.0,-1.0,-1.0
01264.npy,0,7393.98,219.56,6868.66,271.07
01264.npy,1,7388.6,219.51,6818.55,278.72
01264.npy,2,-1.0,-1.0,-1.0,-1.0
01265.npy,0,3036.06,220.69,2629.46,365.86
01265.npy,1,3051.08,220.86,2428.73,331.86
01265.npy,2,3049.94,220.12,2652.71,388.49
01266.npy,0,1775.34,220.54,1160.28,391.97
01266.npy,1,1820.31,219.53,992.78,373.14
01266.npy,2,1812.15,219.92,1293.54,404.09
01267.npy,0,7390.61,216.37,7221.73,248.99
01267.npy,1,-1.0,-1.0,-1.0,-1.0
01267.npy,2,7392.93,219.9,7133.88,277.17
01268.npy,0,1050.22,218.28,620.36,250.91
01268.npy,1,1073.24,216.37,528.25,261.46
01268.npy,2,-1.0,-1.0,-1.0,-1.0
01269.npy,0,5415.55,221.72,4497.15,411.94
01269.npy,1,5405.13,227.11,4252.73,430.82
01269.npy,2,5408.13,220.14,4657.28,431.02
01270.npy,0,-1.0,-1.0,-1.0,-1.0
01270.npy,1,3999.89,219.77,3405.67,295.54
01270.npy,2,4028.51,215.41,3798.23,269.14
01271.npy,0,4647.74,220.93,3665.56,327.76
01271.npy,1,4646.42,220.78,3596.24,335.32
01271.npy,2,-1.0,-1.0,-1.0,-1.0
01272.npy,0,6441.19,221.02,5708.35,324.18
01272.npy,1,6442.15,221.44,5534.71,347.99
01272.npy,2,-1.0,-1.0,-1.0,-1.0
01273.npy,0,5349.92,220.33,4761.72,275.48
01273.npy,1,5346.78,221.56,4593.27,296.82
01273.npy,2,-1.0,-1.0,-1.0,-1.0
01274.npy,0,2916.5,220.81,2226.99,406.37
01274.npy,1,2919.69,220.64,1966.36,394.95
01274.npy,2,2914.91,220.47,2386.69,401.97
01275.npy,0,6370.4,220.51,5299.02,386.99
01275.npy,1,6367.7,220.65,5273.82,386.4
01275.npy,2,6362.46,219.83,5621.94,387.64
01276.npy,0,3104.45,220.39,2945.8,368.64
01276.npy,1,-1.0,-1.0,-1.0,-1.0
01276.npy,2,3105.93,220.39,2924.59,386.31
01277.npy,0,3101.82,220.81,2673.48,419.4
01277.npy,1,3104.49,220.11,2370.61,370.97
01277.npy,2,3101.98,220.79,2690.29,421.84
01278.npy,0,6078.01,218.28,5655.83,252.83
01278.npy,1,6124.06,215.41,5717.23,256.66
01278.npy,2,-1.0,-1.0,-1.0,-1.0
01279.npy,0,7071.38,228.13,6172.48,313.53
01279.npy,1,7071.48,228.49,6157.46,313.57
01279.npy,2,-1.0,-1.0,-1.0,-1.0
01280.npy,0,3239.4,220.77,2288.72,325.3
01280.npy,1,3237.25,219.89,2262.94,327.18
01280.npy,2,-1.0,-1.0,-1.0,-1.0
01281.npy,0,1756.56,220.41,818.96,385.07
01281.npy,1,1754.71,220.35,819.39,377.81
01281.npy,2,1749.75,220.08,1075.46,412.47
01282.npy,0,5482.86,221.86,4076.82,379.72
01282.npy,1,5480.2,221.7,4061.37,383.09
01282.npy,2,-1.0,-1.0,-1.0,-1.0
01283.npy,0,7904.0,244.3,7586.91,309.51
01283.npy,1,7848.15,244.82,7473.29,317.98
01283.npy,2,-1.0,-1.0,-1.0,-1.0
01284.npy,0,1135.43,220.84,227.38,352.78
01284.npy,1,1134.88,220.84,226.7,352.26
01284.npy,2,1129.48,227.56,622.13,355.42
01285.npy,0,1027.19,216.37,574.3,262.42
01285.npy,1,999.71,219.46,645.07,268.98
01285.npy,2,-1.0,-1.0,-1.0,-1.0
01286.npy,0,4127.91,220.44,3956.23,345.59
01286.npy,1,-1.0,-1.0,-1.0,-1.0
01286.npy,2,4127.9,220.42,3950.35,349.93
01287.npy,0,7071.96,220.87,6074.09,333.18
01287.npy,1,7070.77,220.91,6082.99,332.31
01287.npy,2,-1.0,-1.0,-1.0,-1.0
01288.npy,0,7334.92,220.83,6799.83,324.79
01288.npy,1,7326.86,227.57,6739.18,323.84
01288.npy,2,7327.79,220.5,6995.05,331.74
01289.npy,0,2476.73,221.59,1040.82,407.34
01289.npy,1,2476.76,221.6,1048.66,406.77
01289.npy,2,2525.83,212.33,2054.01,337.53
01290.npy,0,1501.71,220.69,684.75,305.48
01290.npy,1,1500.08,220.08,638.58,313.65
01290.npy,2,-1.0,-1.0,-1.0,-1.0
01291.npy,0,98.39,212.53,29.31,243.23
01291.npy,1,113.74,211.57,21.63,234.6
01291.npy,2,-1.0,-1.0,-1.0,-1.0
01292.npy,0,5093.19,220.54,4841.46,300.71
01292.npy,1,5211.57,203.91,4731.2,289.66
01292.npy,2,5089.03,220.98,4891.95,307.65
01293.npy,0,3490.83,219.91,3145.55,260.98
01293.npy,1,3429.8,220.54,3029.8,266.76
01293.npy,2,-1.0,-1.0,-1.0,-1.0
01294.npy,0,5738.22,221.95,4872.46,309.51
01294.npy,1,5736.85,221.7,4792.79,316.41
01294.npy,2,-1.0,-1.0,-1.0,-1.0
01295.npy,0,1113.3,220.41,370.46,389.29
01295.npy,1,1112.12,219.99,321.84,370.13
01295.npy,2,1111.02,220.02,520.9,413.93
01296.npy,0,1171.77,220.59,861.74,413.0
01296.npy,1,1118.74,235.9,561.04,332.73
01296.npy,2,1173.18,220.36,832.96,424.55
01297.npy,0,3748.42,219.87,3549.07,352.25
01297.npy,1,-1.0,-1.0,-1.0,-1.0
01297.npy,2,3749.03,220.02,3533.28,373.03
01298.npy,0,2593.78,227.44,2309.79,467.98
01298.npy,1,2718.02,219.96,2055.22,341.14
01298.npy,2,2592.24,227.6,2309.04,467.67
01299.npy,0,4131.67,220.97,3767.13,426.14
01299.npy,1,4131.49,220.39,3380.22,372.98
01299.npy,2,4131.38,220.99,3774.36,428.93
01300.npy,0,1842.19,221.66,842.68,416.48
01300.npy,1,1841.51,221.3,793.66,404.97
01300.npy,2,1838.71,220.56,1254.4,410.42
01301.npy,0,1192.31,220.56,317.7,346.77
01301.npy,1,1193.03,220.55,299.09,347.53
01301.npy,2,-1.0,-1.0,-1.0,-1.0
01302.npy,0,2595.41,219.64,1617.5,400.55
01302.npy,1,2594.18,219.46,1601.72,392.14
01302.npy,2,2594.42,219.54,1924.16,406.57
01303.npy,0,2334.73,219.92,2041.46,331.01
01303.npy,1,2398.21,212.07,1942.09,288.67
01303.npy,2,2329.33,220.34,2068.52,351.19
01304.npy,0,867.06,220.34,312.71,283.25
01304.npy,0,287.76,220.51,93.06,244.25
01304.npy,1,865.45,220.41,346.91,281.41
01304.npy,1,232.56,227.66,73.98,249.56
01304.npy,2,-1.0,-1.0,-1.0,-1.0
01305.npy,0,2275.75,220.94,1226.25,328.69
01305.npy,1,2276.75,221.18,1209.3,331.63
01305.npy,2,-1.0,-1.0,-1.0,-1.0
01306.npy,0,4705.99,227.21,4210.05,276.15
01306.npy,1,4701.95,228.28,4097.43,284.5
01306.npy,2,-1.0,-1.0,-1.0,-1.0
01307.npy,0,4583.34,221.7,3489.66,338.02
01307.npy,1,4582.82,221.81,3484.71,338.5
01307.npy,2,-1.0,-1.0,-1.0,-1.0
01308.npy,0,3427.52,220.38,2920.1,310.49
01308.npy,1,3429.82,219.9,2829.43,318.11
01308.npy,2,3460.49,218.28,3161.12,295.04
01309.npy,0,320.99,218.28,190.5,264.34
01309.npy,0,3199.5,218.28,2708.24,270.1
01309.npy,1,3176.47,219.6,2579.67,280.19
01309.npy,2,305.64,212.53,182.83,255.71
01310.npy,0,163.61,218.74,43.27,246.07
01310.npy,1,161.25,218.86,38.01,247.08
01310.npy,2,-1.0,-1.0,-1.0,-1.0
01311.npy,0,5030.98,219.86,4270.92,299.72
01311.npy,1,5032.35,220.67,4150.37,315.77
01311.npy,2,-1.0,-1.0,-1.0,-1.0
01312.npy,0,2391.31,220.44,1979.77,425.82
01312.npy,1,2393.08,220.13,1586.78,377.95
01312.npy,2,2389.69,220.59,1993.82,425.85
01313.npy,0,2468.45,220.47,1591.12,308.76
01313.npy,1,2465.33,220.14,1501.58,319.72
01313.npy,2,-1.0,-1.0,-1.0,-1.0
01314.npy,0,2204.12,219.23,1791.62,276.55
01314.npy,1,2201.24,218.87,1713.09,287.0
01314.npy,2,-1.0,-1.0,-1.0,-1.0
01315.npy,0,6818.13,220.49,5730.88,336.6
01315.npy,1,6816.32,220.39,5655.61,353.12
01315.npy,2,-1.0,-1.0,-1.0,-1.0
01316.npy,0,1894.75,218.48,1542.36,263.1
01316.npy,1,1892.58,218.7,1441.62,274.91
01316.npy,2,-1.0,-1.0,-1.0,-1.0
01317.npy,0,665.38,220.35,175.37,366.81
01317.npy,1,669.99,220.15,93.31,335.38
01317.npy,2,659.77,219.95,231.43,375.94
01318.npy,0,1497.63,226.66,456.28,403.26
01318.npy,1,1497.6,226.61,460.7,398.67
01318.npy,2,1496.28,220.12,777.75,424.46
01319.npy,0,7901.95,220.32,7684.47,261.98
01319.npy,1,7900.48,219.92,7661.77,261.93
01319.npy,2,-1.0,-1.0,-1.0,-1.0
01320.npy,0,5593.14,219.39,4682.92,344.9
01320.npy,1,5548.58,220.4,4618.96,349.26
01320.npy,2,5563.71,218.28,5318.08,296.96
01321.npy,0,7649.29,220.29,7287.52,410.7
01321.npy,1,7711.49,219.84,7257.71,312.62
01321.npy,2,7647.28,220.39,7270.6,413.96
01322.npy,0,2769.64,220.2,2078.8,275.85
01322.npy,1,2785.14,219.7,2017.9,290.07
01322.npy,2,-1.0,-1.0,-1.0,-1.0
01323.npy,0,1322.57,220.74,725.3,284.55
01323.npy,1,1373.43,220.15,658.86,295.93
01323.npy,2,-1.0,-1.0,-1.0,-1.0
01324.npy,0,2081.41,220.74,1821.75,276.59
01324.npy,1,2085.62,219.94,1772.47,261.05
01324.npy,2,2078.55,227.31,1883.68,297.78
01325.npy,0,4133.11,221.27,3162.2,341.88
01325.npy,1,4133.6,221.64,3092.48,351.04
01325.npy,2,-1.0,-1.0,-1.0,-1.0
01326.npy,0,2842.43,220.24,1608.7,359.63
01326.npy,1,2842.03,220.04,1600.5,362.22
01326.npy,2,-1.0,-1.0,-1.0,-1.0
01327.npy,0,3810.22,220.49,2898.72,307.55
01327.npy,1,3752.86,221.69,2687.02,323.79
01327.npy,2,-1.0,-1.0,-1.0,-1.0
01328.npy,0,6815.42,221.24,5775.53,376.0
01328.npy,1,6814.78,221.28,5775.95,375.7
01328.npy,2,6807.66,227.64,6253.04,341.19
01329.npy,0,6826.41,220.18,6368.91,281.88
01329.npy,1,6827.36,220.59,6271.69,297.87
01329.npy,2,-1.0,-1.0,-1.0,-1.0
01330.npy,0,5094.49,219.57,4174.87,401.22
01330.npy,1,5098.52,219.5,4046.82,400.59
01330.npy,2,5091.54,219.19,4481.17,414.55
01331.npy,0,6882.3,220.89,6308.02,273.9
01331.npy,1,6877.25,220.59,6165.07,286.54
01331.npy,2,-1.0,-1.0,-1.0,-1.0
01332.npy,0,6185.51,221.31,5517.01,411.53
01332.npy,1,6184.62,227.17,5235.04,402.28
01332.npy,2,6185.07,220.81,5666.42,415.66
01333.npy,0,7072.57,220.32,6548.27,264.87
01333.npy,1,7070.42,220.41,6503.81,274.07
01333.npy,2,-1.0,-1.0,-1.0,-1.0
01334.npy,0,7842.86,220.77,7466.36,296.5
01334.npy,1,7841.12,220.49,7459.68,301.31
01334.npy,2,-1.0,-1.0,-1.0,-1.0
01335.npy,0,4124.37,219.24,3433.66,288.05
01335.npy,1,4124.1,219.59,3271.87,305.25
01335.npy,2,-1.0,-1.0,-1.0,-1.0
01336.npy,0,154.14,212.98,17.86,245.13
01336.npy,1,152.45,212.71,10.32,245.54
01336.npy,2,99.82,218.88,41.75,250.83
01337.npy,0,3260.91,222.12,3138.09,256.66
01337.npy,0,3552.6,222.12,3199.5,308.48
01337.npy,1,3551.62,220.38,2935.7,334.56
01337.npy,1,3234.58,219.67,2980.33,265.35
01337.npy,2,3283.94,217.33,3122.74,264.34
01337.npy,2,3567.95,218.28,3230.2,314.23
01338.npy,0,6269.91,219.24,5962.87,389.08
01338.npy,1,6305.07,220.51,5920.53,284.67
01338.npy,2,6254.56,220.2,5893.78,412.1
01339.npy,0,7728.35,216.37,7375.25,250.91
01339.npy,1,7654.25,220.51,7327.49,258.9
01339.npy,2,-1.0,-1.0,-1.0,-1.0
01340.npy,0,3940.89,220.01,3291.96,289.66
01340.npy,1,3940.8,220.21,3183.54,303.77
01340.npy,2,-1.0,-1.0,-1.0,-1.0
01341.npy,0,5021.39,220.09,4560.06,297.03
01341.npy,1,5023.86,220.28,4409.34,317.02
01341.npy,2,5041.75,220.2,4796.11,301.76
01342.npy,0,3171.02,220.64,2829.94,372.14
01342.npy,1,3176.38,220.77,2644.29,316.41
01342.npy,2,3173.25,220.72,2851.22,379.51
01343.npy,0,5855.99,220.46,5528.49,264.14
01343.npy,1,5856.49,220.17,5468.98,272.29
01343.npy,2,-1.0,-1.0,-1.0,-1.0
01344.npy,0,574.3,219.24,436.13,289.29
01344.npy,1,-1.0,-1.0,-1.0,-1.0
01344.npy,2,556.78,220.4,483.06,303.01
01345.npy,0,2333.97,219.79,1790.8,268.64
01345.npy,1,2274.94,220.96,1678.71,277.3
01345.npy,2,-1.0,-1.0,-1.0,-1.0
01346.npy,0,988.84,219.5,639.48,264.49
01346.npy,1,929.3,219.67,534.9,271.33
01346.npy,2,-1.0,-1.0,-1.0,-1.0
01347.npy,0,1763.06,220.3,1503.33,311.53
01347.npy,1,1760.3,220.14,1458.6,263.16
01347.npy,2,1758.78,220.26,1516.61,337.73
01348.npy,0,800.64,219.37,134.23,344.41
01348.npy,1,800.58,219.19,118.55,344.86
01348.npy,2,796.94,219.98,331.15,349.5
01349.npy,0,4258.75,220.25,3630.26,279.13
01349.npy,1,4257.54,220.65,3481.27,292.71
01349.npy,2,-1.0,-1.0,-1.0,-1.0
01350.npy,0,3815.63,219.9,3563.86,252.98
01350.npy,1,3870.5,219.6,3520.69,258.8
01350.npy,2,-1.0,-1.0,-1.0,-1.0
01351.npy,0,3376.05,224.04,2992.25,262.42
01351.npy,1,3399.08,219.24,3007.6,255.71
01351.npy,2,-1.0,-1.0,-1.0,-1.0
01352.npy,0,4900.41,219.96,4214.19,301.74
01352.npy,1,4897.7,219.78,4093.12,319.49
01352.npy,2,-1.0,-1.0,-1.0,-1.0
01353.npy,0,1437.79,219.65,646.38,303.66
01353.npy,1,1436.46,219.33,655.6,301.7
01353.npy,2,-1.0,-1.0,-1.0,-1.0
01354.npy,0,1948.38,219.61,1188.92,295.51
01354.npy,1,1894.47,220.66,946.8,318.69
01354.npy,2,-1.0,-1.0,-1.0,-1.0
01355.npy,0,7899.83,219.82,7618.87,311.93
01355.npy,1,7901.33,220.07,7619.03,311.5
01355.npy,2,-1.0,-1.0,-1.0,-1.0
01356.npy,0,811.71,221.45,239.33,290.68
01356.npy,1,835.29,224.04,282.61,284.49
01356.npy,2,-1.0,-1.0,-1.0,-1.0
01357.npy,0,1132.27,220.84,448.77,357.25
01357.npy,1,1131.95,220.68,383.67,350.78
01357.npy,2,1126.19,220.43,671.63,380.42
01358.npy,0,2345.73,220.83,1895.44,431.75
01358.npy,1,2344.72,228.08,1259.77,408.46
01358.npy,2,2341.3,220.81,1928.12,422.29
